7.618010371223582489e-01 1.754741691389024139e+00
7.702944218175038493e-01 1.748226169411538855e+00
7.787878065126494498e-01 1.741676590226276522e+00
7.872811912077949392e-01 1.735093939034404009e+00
7.957745759029405397e-01 1.728479198914706805e+00
8.042679605980861401e-01 1.721833350555741937e+00
8.127613452932317406e-01 1.715157371991685942e+00
8.212547299883772300e-01 1.708452238341912510e+00
8.297481146835228305e-01 1.701718921554404407e+00
8.382414993786684310e-01 1.694958390153161965e+00
8.467348840738140314e-01 1.688171608989565975e+00
8.552282687689595209e-01 1.681359538997895475e+00
8.637216534641051213e-01 1.674523136954993108e+00
8.722150381592507218e-01 1.667663355244231038e+00
8.807084228543963222e-01 1.660781141623764556e+00
8.892018075495418117e-01 1.653877438999197702e+00
8.976951922446874121e-01 1.646953185200726644e+00
9.061885769398330126e-01 1.640009312764779459e+00
9.146819616349786131e-01 1.633046748720252461e+00
9.231753463301242135e-01 1.626066414379374381e+00
9.316687310252697030e-01 1.619069225133246359e+00
9.401621157204153034e-01 1.612056090252129259e+00
9.486555004155609039e-01 1.605027912690481173e+00
9.571488851107063933e-01 1.597985588896826847e+00
9.656422698058519938e-01 1.590930008628457903e+00
9.741356545009975942e-01 1.583862054771028927e+00
9.826290391961431947e-01 1.576782603163054963e+00
9.911224238912887952e-01 1.569692522425341519e+00
9.996158085864343956e-01 1.562592673795381248e+00
1.008109193281579996e+00 1.555483910966719341e+00
1.016602577976725374e+00 1.548367079933315127e+00
1.025095962671870975e+00 1.541243018838909018e+00
1.033589347367016575e+00 1.534112557831395884e+00
1.042082732062162176e+00 1.526976518922231740e+00
1.050576116757307776e+00 1.519835715850844649e+00
1.059069501452453377e+00 1.512690953954082040e+00
1.067562886147598977e+00 1.505543030040669583e+00
1.076056270842744578e+00 1.498392732270681149e+00
1.084549655537890178e+00 1.491240840040011895e+00
1.093043040233035779e+00 1.484088123869839126e+00
1.101536424928181157e+00 1.476935345301060742e+00
1.110029809623326758e+00 1.469783256793682158e+00
1.118523194318472358e+00 1.462632601631146168e+00
1.127016579013617958e+00 1.455484113829565551e+00
1.135509963708763559e+00 1.448338518051844659e+00
1.144003348403909159e+00 1.441196529526655334e+00
1.152496733099054538e+00 1.434058853972234093e+00
1.160990117794200138e+00 1.426926187524971912e+00
1.169483502489345739e+00 1.419799216672754438e+00
1.177976887184491339e+00 1.412678618193021096e+00
1.186470271879636940e+00 1.405565059095486458e+00
1.194963656574782540e+00 1.398459196569506346e+00
1.203457041269928141e+00 1.391361677936016727e+00
1.211950425965073741e+00 1.384273140604013630e+00
1.220443810660219341e+00 1.377194212031521481e+00
1.228937195355364942e+00 1.370125509690992338e+00
1.237430580050510542e+00 1.363067641039096944e+00
1.245923964745655921e+00 1.356021203490830329e+00
1.254417349440801521e+00 1.348986784397898875e+00
1.262910734135947122e+00 1.341964961031313130e+00
1.271404118831092722e+00 1.334956300568134857e+00
1.279897503526238323e+00 1.327961360082313469e+00
1.288390888221383701e+00 1.320980686539548143e+00
1.296884272916529302e+00 1.314014816796114538e+00
1.305377657611674902e+00 1.307064277601587277e+00
1.313871042306820502e+00 1.300129585605392935e+00
1.322364427001966103e+00 1.293211247367122230e+00
1.330857811697111703e+00 1.286309759370539707e+00
1.339351196392257304e+00 1.279425608041208529e+00
1.347844581087402904e+00 1.272559269767672641e+00
1.356337965782548505e+00 1.265711210926114161e+00
1.364831350477694105e+00 1.258881887908417152e+00
1.373324735172839706e+00 1.252071747153564729e+00
1.381818119867985306e+00 1.245281225182293339e+00
1.390311504563130907e+00 1.238510748634930936e+00
1.398804889258276285e+00 1.231760734312339345e+00
1.407298273953421885e+00 1.225031589219894412e+00
1.415791658648567486e+00 1.218323710614414912e+00
1.424285043343713086e+00 1.211637486053974255e+00
1.432778428038858465e+00 1.204973293450510852e+00
1.441271812734004065e+00 1.198331501125163845e+00
1.449765197429149666e+00 1.191712467866258729e+00
1.458258582124295266e+00 1.185116542989853583e+00
1.466751966819440867e+00 1.178544066402787971e+00
1.475245351514586467e+00 1.171995368668136583e+00
1.483738736209732068e+00 1.165470771073004341e+00
1.492232120904877668e+00 1.158970585698579026e+00
1.500725505600023268e+00 1.152495115492368827e+00
1.509218890295168869e+00 1.146044654342538216e+00
1.517712274990314469e+00 1.139619487154278854e+00
1.526205659685460070e+00 1.133219889928129831e+00
1.534699044380605670e+00 1.126846129840170407e+00
1.543192429075751049e+00 1.120498465324017534e+00
1.551685813770896649e+00 1.114177146154546660e+00
1.560179198466042250e+00 1.107882413533261445e+00
1.568672583161187850e+00 1.101614500175241984e+00
1.577165967856333451e+00 1.095373630397592724e+00
1.585659352551478829e+00 1.089160020209321678e+00
1.594152737246624429e+00 1.082973877402579443e+00
1.602646121941770030e+00 1.076815401645178527e+00
1.611139506636915630e+00 1.070684784574335024e+00
1.619632891332061231e+00 1.064582209891548725e+00
1.628126276027206831e+00 1.058507853458563464e+00
1.636619660722352432e+00 1.052461883394334663e+00
1.645113045417498032e+00 1.046444460172935020e+00
1.653606430112643633e+00 1.040455736722336377e+00
1.662099814807789233e+00 1.034495858523998946e+00
1.670593199502934834e+00 1.028564963713203051e+00
1.679086584198080434e+00 1.022663183180059665e+00
1.687579968893225812e+00 1.016790640671142221e+00
1.696073353588371413e+00 1.010947452891667986e+00
1.704566738283517013e+00 1.005133729608177928e+00
1.713060122978662614e+00 9.993495737516500110e-01
1.721553507673808214e+00 9.935950815209895204e-01
1.730046892368953593e+00 9.878703424868401362e-01
1.738540277064099193e+00 9.821754396956529076e-01
1.747033661759244794e+00 9.765104497739701683e-01
1.755527046454390394e+00 9.708754430328562224e-01
1.764020431149535995e+00 9.652704835724327248e-01
1.772513815844681595e+00 9.596956293864656873e-01
1.781007200539827195e+00 9.541509324669413816e-01
1.789500585234972796e+00 9.486364389086048288e-01
1.797993969930118396e+00 9.431521890133884867e-01
1.806487354625263997e+00 9.376982173946987187e-01
1.814980739320409375e+00 9.322745530815138570e-01
1.823474124015554976e+00 9.268812196222402378e-01
1.831967508710700576e+00 9.215182351882932332e-01
1.840460893405846177e+00 9.161856126773531006e-01
1.848954278100991777e+00 9.108833598162607847e-01
1.857447662796137378e+00 9.056114792635071575e-01
1.865941047491282978e+00 9.003699687112864947e-01
1.874434432186428579e+00 8.951588209870658952e-01
1.882927816881574179e+00 8.899780241546435544e-01
1.891421201576719557e+00 8.848275616146549227e-01
1.899914586271865158e+00 8.797074122044952205e-01
1.908407970967010758e+00 8.746175502976282212e-01
